,image,username,clusterid,1d,2d,img_url,centroid
292,jadeseah_165.jpg,jadeseah,1,-2.6102428,-1.8741785,https://drive.google.com/uc?export=view&id=1qnQXi8Xpr5MYKVFyb_WdhTPO3Cg2VyhR,0
293,jadeseah_173.jpg,jadeseah,1,-3.1331835,-0.2812889,https://drive.google.com/uc?export=view&id=1qhO0E0m7MIULP1PkpwXlrRPT2oLnMQxM,0
294,jadeseah_161.jpg,jadeseah,1,-3.1198668,-1.8348949,https://drive.google.com/uc?export=view&id=1qNGQZKGaUwcZ-Y6en1mbXXdvabhZJeG4,0
295,graceglazee_178.jpg,graceglazee,3,1.2183281,1.1025022,https://drive.google.com/uc?export=view&id=1qMY0hUv602ze3y4ees7_zYgjXcC81po2,0
296,graceglazee_177.jpg,graceglazee,0,-1.5180647,1.587496,https://drive.google.com/uc?export=view&id=1qKqFXJcW-Y9emEf6sPi_F_Y0bTQSrtLv,0
297,jadeseah_160.jpg,jadeseah,1,-2.833766,-1.694792,https://drive.google.com/uc?export=view&id=1qCBeWPo0JJUt9D48Zle6teLucES6CcaG,0
298,jadeseah_157.jpg,jadeseah,2,-3.1093035,-0.11580868,https://drive.google.com/uc?export=view&id=1q1BUf0J0_ALz_A8YB4GuW_f3TvCGZqmV,0
299,jadeseah_159.jpg,jadeseah,5,-1.1026717,-0.2553548,https://drive.google.com/uc?export=view&id=1pyFNhznLmcGLhtAwamMwFpLmUyRSTWLl,0
300,jadeseah_169.jpg,jadeseah,1,-1.8549427,-2.4454844,https://drive.google.com/uc?export=view&id=1puGvHLDmdcq2eMz_k7OH3OmbftGwRBMA,0
301,jadeseah_162.jpg,jadeseah,3,0.37376943,-0.2663175,https://drive.google.com/uc?export=view&id=1ryizzuhRXUsarjpH4rd1tur3qOV6XKhs,0
302,graceglazee_182.jpg,graceglazee,0,-0.9223625,0.5826939,https://drive.google.com/uc?export=view&id=1rww5pdd79WeLtB3SQHNaVO8RUiY-Rhcg,0
303,graceglazee_183.jpg,graceglazee,0,-0.41696778,0.12906061,https://drive.google.com/uc?export=view&id=1rljVtG4SJomWerzSoExzQMEGU2asExpe,0
304,graceglazee_197.jpg,graceglazee,0,-0.8728775,1.8247951,https://drive.google.com/uc?export=view&id=1rl64Dh_7Wdzau-yDGT_uCXN2S49ioZ6v,0
305,graceglazee_187.jpg,graceglazee,0,-1.6706194,1.2625113,https://drive.google.com/uc?export=view&id=1riJ84dJ7Tj9xDVHT5GVa2P-8IJnfgfif,0
306,graceglazee_186.jpg,graceglazee,4,2.0313997,1.5418736,https://drive.google.com/uc?export=view&id=1rfcMa28HlIOs9my0c-Ba9cPca2yXWb_b,0
307,graceglazee_190.jpg,graceglazee,0,0.2323564,0.7828829,https://drive.google.com/uc?export=view&id=1re7JmQiI3E4NgODnKGxSyJa7J2YjS3PG,0
308,graceglazee_194.jpg,graceglazee,0,0.21683745,1.8896285,https://drive.google.com/uc?export=view&id=1rdg4zdY6hXRq5fZ3L40rUKdw-KPfzsNa,0
309,graceglazee_192.jpg,graceglazee,0,-0.40308806,0.95240176,https://drive.google.com/uc?export=view&id=1rNMsynJEzpYN6vS45eoGjzCUfkRRqif-,0
